Episode,Total_Reward,Success,Conc_Reward,Explore_Reward,Move_Penalty,TKE_Penalty,Boundary_Penalty,Steps,Final_Conc,Current_Radius
31,-55.6180703701748,0,53.64930272626225,27.484092090352654,-17.70000000000001,-118.99513281314715,-0.05633237364260845,1000,0.0,50.0
32,110.45210340288153,1,38.27894465150894,23.978487078359564,-17.100000000000016,-84.66045157338955,-0.04487675359739827,741,5.609879456769873,50.0
33,145.72880166242697,1,10.544042397435987,11.072690663756202,-3.5999999999999988,-22.283935841126368,-0.003995557638822016,177,26.73551266912412,50.0
34,142.48131624947123,1,15.306457753758878,15.641720541421583,-4.5,-33.95170815158637,-0.015153894122864237,284,1.9291164175310973,50.0
35,142.0556883875473,1,15.158815183094703,15.674300259118596,-5.400000000000002,-33.364825357147495,-0.01260169751851507,301,7.4619677081052185,50.0
36,-57.47614143720496,0,53.91767075537064,27.903035258446803,-19.64999999999999,-119.57393617706848,-0.07291127395405281,1000,0.0,50.0
37,-61.840909769073754,0,55.0066040615493,24.85520939131421,-19.499999999999993,-122.13752166340709,-0.06520155853030316,1000,0.0,50.0
38,97.23091954593329,1,48.045276416058186,23.45828191376651,-18.000000000000007,-106.22913684668026,-0.04350193721124172,889,10.275381886097074,50.0
39,148.01539324108376,1,4.880179830593988,4.994670876263708,-1.05,-10.80698799714446,-0.002469468629498538,84,3.7935405191867226,50.0
40,150.32641872399915,1,0.13143037259578705,0.44742028051484567,0.0,-0.2524319291114807,0.0,3,3.0227049592709,50.0
41,151.2211904128431,1,1.611949797719717,3.695482551807043,-0.6,-3.486241936683655,0.0,42,7.310206227776833,50.0
42,148.13772598917177,1,7.073332571424544,9.376338453121893,-2.6999999999999993,-15.607422750815747,-0.004522284558902252,137,3.1409274647939256,50.0
43,-58.54521440167582,0,53.77884867583634,24.6980455042425,-17.70000000000001,-119.28952676577022,-0.03258181598447058,1000,0.0,50.0
44,-46.02629502310332,0,54.47459804184837,35.30528684458654,-15.000000000000025,-120.78270388086092,-0.023476028677349603,1000,0.0,50.0
45,-55.153394801243586,0,54.17762988782488,29.2038556790405,-18.300000000000004,-120.18089056640477,-0.053989801704469965,1000,0.0,50.0
46,139.3744746200965,1,16.36626369773876,14.88561798299892,-5.5500000000000025,-36.31562591381371,-0.011781146827462395,300,3.5925166254799854,50.0
47,-59.53844849921588,0,54.42824355317862,21.64735228640323,-14.850000000000025,-120.71681960066782,-0.047224738129984144,1000,0.0,50.0
48,146.19597927417155,1,9.998906336346408,11.118188960115905,-2.849999999999999,-22.066621939372265,-0.004494082918487619,180,3.32002928363399,50.0
49,-52.94231797223493,0,53.19530835194746,26.403655259698006,-14.400000000000023,-118.11792555577124,-0.023356028109182397,1000,0.0,50.0
50,148.69603235179096,1,4.815883205737919,6.224780080351094,-1.7999999999999996,-10.544630934298038,0.0,82,9.95272328364872,50.0
51,146.125638041596,1,8.206591099966317,8.660441061080423,-2.849999999999999,-17.88626141492277,-0.00513270452797367,150,8.515138402993294,50.0
52,-49.16780732432896,0,53.51507402322022,30.86463610518252,-14.700000000000024,-118.80404612780552,-0.04347132492635108,1000,0.0,50.0
53,146.34389368395207,1,7.469298688083654,7.733859195355956,-2.3999999999999995,-16.45175553383305,-0.0075086656544734055,149,3.055751477847126,50.0
54,-54.678504321800915,0,52.21661544711969,24.652150366315393,-15.600000000000026,-115.8848150105041,-0.06245512473193453,1000,0.0,50.0
55,147.18407231553877,1,7.038901970372535,8.546657327486226,-2.999999999999999,-15.393645763397222,-0.007841218922751046,142,5.763479467290988,50.0
56,-56.18041766905,0,52.449988850743466,25.04217485055401,-17.250000000000014,-116.37101106954213,-0.05157030080534943,1000,0.0,50.0
57,150.16609002727424,1,5.256718843244016,7.899442214246646,-1.3499999999999999,-11.636962529271843,-0.003108500944571943,95,4.323625833616516,50.0
58,140.95023198835068,1,16.56368616191321,16.38133694790624,-5.400000000000002,-36.59224513620139,-0.0025459852674057804,317,11.54290555161353,50.0
59,-55.35856188340414,0,51.92007710632606,24.011860479191373,-16.200000000000024,-115.04391517102478,-0.046584297896828955,1000,0.0,50.0
60,111.78655385108057,1,47.35136579255163,32.76346757894719,-13.350000000000021,-104.96117679040182,-0.017102730016508833,901,1.4888574699431087,50.0
61,128.8253859414537,1,20.683877558796667,11.282536724436953,-7.350000000000007,-45.77605465352533,-0.014973688254569096,393,5.863517307198903,50.0
62,147.41213949202893,1,7.802609914360801,8.275312865252923,-1.4999999999999998,-17.165783287584784,0.0,153,8.61118031436316,50.0
63,-59.11806815237615,0,52.845263063733,18.50421304545142,-13.20000000000002,-117.2375568564049,-0.029987405155550678,1000,0.0,50.0
64,148.1410619518863,1,10.31962987431325,12.626032820551133,-1.9499999999999995,-22.849687445774908,-0.0049132972031832155,196,0.6345995566921497,50.0
65,-49.13284253492584,0,50.81529240809323,25.51930749805918,-12.75000000000002,-112.69336523362442,-0.024077207453932072,1000,0.0,50.0
66,151.12780685041355,1,0.6927774951327592,1.9146621330014792,0.0,-1.4796327777206897,0.0,17,6.355938193392162,50.0
67,148.0736026895201,1,7.757778918603435,8.960262635734418,-1.4999999999999998,-17.14357478246093,-0.0008640823568227052,152,1.5211206772138743,50.0
68,151.90329823403349,1,2.707426899112761,5.786220503090067,-0.75,-5.838253669440746,-0.002095498728586969,52,4.094160504316333,50.0
69,150.1973864775831,1,2.013316627824679,3.0080622721862675,-0.44999999999999996,-4.372618335019797,-0.0013740874080359114,40,6.937981161857967,50.0
70,143.12594882271873,1,18.244370171189075,20.857876327148762,-5.5500000000000025,-40.418167891493084,-0.00812978412605688,356,2.074206877524919,50.0
71,-44.89452838460095,0,53.40348613128299,33.00386441962051,-12.90000000000002,-118.38426677030522,-0.017612165199443364,1000,0.0,50.0
72,144.54653063273724,1,11.110908712027594,11.49079541884811,-3.449999999999999,-24.596587289683534,-0.008586208454931032,192,2.5818233499688077,50.0
73,139.18412544597135,1,19.525078926817514,17.96646513926338,-5.100000000000001,-43.197859572805406,-0.009559047304095378,362,8.032265750614851,50.0
74,144.17782353167524,1,14.540784063283354,14.198197703378142,-2.3999999999999995,-32.160423852130776,-0.0007343828554672251,268,7.312970733016144,50.0
75,146.3738970263563,1,13.096855286392383,15.299664862681954,-2.999999999999999,-29.01611469313503,-0.0065084295830004175,234,3.3208849716777626,50.0
76,-36.43801358926193,0,53.10203850583639,37.697081625093254,-9.450000000000012,-117.7799859101601,-0.0071478100315506155,1000,0.0,50.0
77,150.33222636843078,1,4.200345010729507,5.506015337602943,-0.6,-8.774133979901672,0.0,80,12.766783592854223,50.0
78,148.3004557330679,1,2.9624799047596753,3.0812439978318706,-1.2,-6.538418368436394,-0.0048498010872250275,60,4.4693069256885085,50.0
79,149.6089931339086,1,3.656488679116592,4.787250594854794,-0.75,-8.080246140062807,-0.0045,69,5.521193331973541,50.0
80,-44.26883386981835,0,50.73211866219572,30.757639407270272,-13.20000000000002,-112.53067980735791,-0.027912131926454087,1000,0.0,50.0
81,149.73867593707476,1,11.15894346544519,15.66543955586477,-2.6999999999999993,-24.38192084375769,-0.0037862404775092437,212,8.126043410155633,50.0
82,-52.23005369565071,0,56.26524716382846,28.766134514781722,-12.300000000000018,-124.9218472851791,-0.03958808908196491,1000,0.0,50.0
83,-50.870049589680015,0,53.76923253829591,26.236440144670294,-11.550000000000017,-119.30865094810716,-0.017071324538973788,1000,0.0,50.0
84,150.5107612711104,1,7.754392094211653,11.250795419742182,-1.3499999999999999,-17.144071729481226,-0.00035451336221662164,151,5.004817089652762,50.0
85,150.50685115266066,1,3.33232399309054,5.922091154990415,-1.6499999999999997,-7.0941468343138725,-0.003417161106421022,67,10.856222913616906,50.0
86,130.09627231624194,1,27.826067896938184,20.213086993180998,-6.300000000000004,-61.62697602617563,-0.015906547701729074,532,7.377281889560196,50.0
87,150.7982891950212,1,5.331614481750876,7.0765481242929145,-0.44999999999999996,-11.158731761947275,-0.0011416490753138066,100,15.48892628449178,50.0
88,149.90409122372975,1,2.1783251186134294,3.0812439978318706,-0.6,-4.754828847432507,-0.0006490452830421377,40,2.6498261808284296,50.0
89,-59.69427843786215,0,54.603136822031956,16.455753928121492,-9.600000000000012,-121.11266252332122,-0.040506664694228534,1000,0.0,50.0
90,142.90017503796545,1,16.80087902743253,15.485261132306917,-2.0999999999999996,-37.27843073243277,-0.007534389341225609,303,8.292937460658129,50.0
91,118.77984289772708,1,41.87302220601123,28.727561444537567,-9.00000000000001,-92.8035173307639,-0.01722342205791046,754,3.4826037884950805,50.0
92,-46.29509544716261,0,55.105596776964376,29.624034101704293,-8.70000000000001,-122.30309412379279,-0.021632202038479122,1000,0.0,50.0
93,129.20977888883039,1,32.048963232547976,24.326277458512543,-6.300000000000004,-70.85970372557641,-0.005758076653780136,618,4.7054593068992006,50.0
94,-44.186974271980105,0,53.750721955817426,30.548587029724324,-9.150000000000011,-119.31191533475645,-0.02436792276542621,1000,0.0,50.0
95,144.0973508988624,1,14.792058781837113,15.258224441731121,-3.299999999999999,-32.64858148219064,-0.004350842515187876,299,5.957867329690352,50.0
96,136.04007300333717,1,22.053270896780305,16.633461842540065,-3.8999999999999986,-48.74008815883426,-0.006571577148934232,389,7.026246775906363,50.0
97,149.8333653288965,1,6.033041334332665,8.04580566553785,-0.9,-13.343026788206773,-0.0024548827672510754,102,3.3511883879947866,50.0
98,151.56989310951664,1,2.1567272460088134,4.609542680436213,-0.44999999999999996,-4.746376816928388,0.0,46,1.5345019928496073,50.0
99,-55.712052607829115,0,54.24565918423468,20.62916281056848,-10.200000000000014,-120.34672716972418,-0.040147432908174754,1000,0.0,50.0
100,151.20714898192878,1,5.8426600601524115,8.898808964049312,-0.6,-12.9323127515614,-0.002007290711513304,97,2.5689459240108246,50.0
101,151.88772968794464,1,1.935453574755229,4.51877348332817,-0.3,-4.264247370138764,-0.00225,42,1.241495733105626,50.0
102,149.83260655962545,1,6.892174300504848,8.91802853164879,-0.75,-15.227596272528174,0.0,129,7.824457843467958,50.0
103,148.5090278375584,1,5.447693298337981,6.101034323978639,-1.7999999999999996,-11.236226174235343,-0.0034736105228587036,105,18.774254721245626,50.0
104,-51.665406541199914,0,54.1203588709468,22.198063501121403,-7.950000000000008,-120.00406110782637,-0.029767805441815235,1000,0.0,50.0
105,151.26818249031516,1,0.8500190014019608,2.1562942282444477,0.0,-1.7381307393312455,0.0,18,9.261819686405035,50.0
106,-56.634005323707385,0,57.39763343949744,21.919093590203914,-8.55000000000001,-127.3775968907924,-0.023135462616267102,1000,0.0,50.0
107,-47.32716004551922,0,50.43082898040302,21.00463662000736,-6.900000000000006,-111.84797790199512,-0.014647743934384123,1000,0.0,50.0
108,150.17068690222004,1,0.43223362253047526,0.9587647418540796,-0.3,-0.9193335451185703,-0.0009779170459536456,11,3.473711130850897,50.0
109,139.91862353108786,1,27.543364605808165,28.424078836042106,-4.950000000000001,-61.08626628145564,-0.012553629306723636,497,5.01651643354101,50.0
110,121.69567654470372,1,37.935831804497866,23.702384518148765,-5.850000000000003,-84.07261540382177,-0.019924374121268962,738,2.4035922461643393,50.0
111,134.6977096369279,1,24.325542012345977,18.236574346927043,-4.35,-53.50829532402568,-0.00611139831944022,463,10.687980827805852,50.0
112,-47.132263491992084,0,54.01534825388808,24.83515141071249,-6.150000000000004,-119.81078362455602,-0.02197953203682024,1000,0.0,50.0
113,150.96026081493937,1,3.9070949458982795,6.162487995663744,-0.44999999999999996,-8.659305797144766,-1.6329477872627448e-05,70,2.620289989926678,50.0
114,150.245341565752,1,4.450103240320459,6.537961805102629,-1.05,-9.692560220137235,-0.00016325953385517192,82,4.244289710315316,50.0
115,149.42829846769587,1,2.3548452553804964,3.1423008279495788,-0.9,-5.1669530011713505,-0.0018946144628615566,54,2.189193804436629,50.0
116,152.64327565875763,1,4.126840710407123,8.094340758560266,-0.44999999999999996,-9.125398987997322,-0.002506822212421243,77,4.073477380268692,50.0
117,133.71697847210524,1,30.02146528393496,23.698723484307287,-4.5,-65.49771475493904,-0.005495541197938463,554,24.755507007042223,50.0
118,-49.61215070670469,0,50.63008800233365,18.400128428113288,-6.300000000000004,-112.32235200679845,-0.020015130353015775,1000,0.0,50.0
119,144.59986443168071,1,10.753889720886946,9.366242495298433,-1.6499999999999997,-23.86924898084254,-0.0010188036621393208,216,3.046507565168858,50.0
120,121.03725761579007,1,39.027087518479675,23.12998322669182,-4.800000000000001,-86.30853650378994,-0.011276625591510886,739,4.808801671824009,50.0
121,128.83398703823391,1,30.752638911930262,21.118023512034156,-4.950000000000001,-68.07123892150118,-0.015436464229313556,538,4.1675337730440045,45.0
122,166.9854240054186,1,3.443395829759538,4.750567574170307,-0.44999999999999996,-7.425206065177917,0.0,56,5.20510475692713,45.0
123,169.49757403499993,1,8.376604125252925,13.528452586810493,-0.75,-18.321801958978174,-0.0023473847519968,161,4.644136479543422,45.0
124,167.3861118012311,1,9.068707793296198,12.645629772016068,-1.05,-19.944892430747867,0.0,161,5.482805543888372,45.0
125,168.14906452922384,1,1.698732027085498,3.449524006252271,-0.44999999999999996,-3.2138679176568985,-0.0019902531237095404,39,14.09997796561426,45.0
126,166.13030171374194,1,5.880262065504212,7.439171856165864,-1.05,-12.804553507454694,-0.0012453671401371576,105,9.793665163582869,45.0
127,-47.039048935538176,0,54.27704561310384,25.03028317308806,-5.850000000000003,-120.48336954088882,-0.013008180841309091,1000,0.0,45.0
128,170.24798123975958,1,5.069298797054216,10.306014584824933,-0.6,-11.193998808786269,0.0,99,4.282784626831846,45.0
129,144.15862978393838,1,38.593522114737425,29.506715620948043,-5.100000000000001,-85.50096398384916,-0.007310634564569819,757,6.091253912328636,45.0
130,160.6230622744614,1,17.616786216152832,17.799010895324198,-2.5499999999999994,-38.9091482707765,-0.0002532329057978915,326,6.433232345403874,45.0
131,-45.91737595686479,0,50.43360267573735,22.195567825223485,-6.600000000000005,-111.93403669032259,-0.012509767502970053,1000,0.0,45.0
132,148.67268974877945,1,30.52371381726698,22.225228956961974,-3.5999999999999988,-67.13644128930753,-0.0064784028086462405,549,14.870943457799042,45.0
133,168.1725191313395,1,2.036171563901007,3.864486195792151,-0.3,-4.094805295020341,0.0,36,10.155375551331202,45.0
134,164.76564477042342,1,15.171014357663807,17.8515578265114,-1.6499999999999997,-33.26751458505168,-0.0060794953667653575,259,14.107190316411113,45.0
135,153.0556693379193,1,21.81830920604989,15.607532213057816,-2.6999999999999993,-48.32891144026066,-0.007927307594349937,400,3.7426261875038014,45.0
136,155.3304631479535,1,21.63278775208164,18.173000279987665,-3.449999999999999,-47.679105854849325,-0.012885695933135308,382,12.178571580928363,45.0
137,168.46501689971086,1,2.1754656229168177,4.780228705908802,-0.44999999999999996,-4.707344095781446,0.0,45,2.6252520086299267,45.0
138,162.6043572863738,1,14.996547505725175,15.63965959385231,-1.4999999999999998,-33.19407340073959,-0.00444307913075933,273,4.160329757651882,45.0
139,168.41321717215104,1,6.700562587066088,9.882736832558,-0.75,-14.084175134729591,-0.00257377941013451,121,18.147649221503688,45.0
140,164.96253457962337,1,9.276964213233441,9.943688377826856,-0.44999999999999996,-20.47384622218088,-0.0009384559227475208,163,6.1585323405876515,45.0
141,164.9980688271521,1,8.305128664243966,8.948907317013639,-0.6,-18.32263382077216,0.0,159,6.886980176453237,45.0
142,-36.35824853301562,0,49.93688914911763,32.06373442105983,-7.6500000000000075,-110.7001619759714,-0.00871012722165881,1000,0.0,45.0
143,166.25588275123698,1,5.954048584098928,7.482566257361879,-0.75,-13.097097732871775,-0.00030102401874285313,98,7.126038083300072,45.0
144,166.2010961247295,1,7.722157106501982,9.466982328490388,-0.6,-17.0524728514254,-0.0022371255041391796,164,2.025102332196301,45.0
145,-35.17118274652277,0,48.63086993132674,31.55490099092887,-7.500000000000007,-107.8398957121769,-0.01705795660154538,1000,0.0,45.0
146,163.42905956346345,1,10.21963394881459,10.651972119541767,-1.4999999999999998,-22.608909614942977,-0.0003035566165992367,198,3.7051224722333984,45.0
147,168.55999406850378,1,2.580456043127924,4.540642556712569,-0.3,-4.92625741623342,-0.0015137817699642849,41,22.571190312287158,45.0
148,160.39766182429707,1,18.049307982670143,18.087840759387504,-2.5499999999999994,-39.854696629382694,-0.0014569550445713364,334,5.276915786222382,45.0
149,160.79586320171163,1,16.152605731971562,15.636797187532446,-2.849999999999999,-34.801688673999145,-0.008517710459882873,289,26.773490118478833,45.0
150,151.59402008431,1,33.61960338222161,31.832993695945525,-6.150000000000004,-74.36056260236657,-0.01468105815724245,638,8.330922387685302,45.0
151,136.74869114437448,1,47.46618912668782,34.763209566193034,-6.900000000000006,-105.22785967807854,-0.019514537094364674,910,5.46139057709205,45.0
152,164.6759767339597,1,4.911084498977289,4.405402353981204,-0.44999999999999996,-10.855236335098745,-0.0019404505667478954,89,4.422662308408778,45.0
153,172.1290607490105,1,5.472437198564876,12.451632616839305,-0.75,-11.70958684477955,-0.0020888882808057386,115,9.956854123526094,45.0
154,155.79901899515008,1,30.51252498611575,28.013179678613795,-3.449999999999999,-65.94012506389993,-0.0032272723462185315,579,44.62529309521971,45.0
155,158.29324919014363,1,24.554038472124375,24.553577123751595,-3.299999999999999,-54.179979074094454,-0.001053998304582281,445,7.819772340953598,45.0
156,166.6637205316193,1,3.9048228932078928,5.256934755245268,-0.9,-8.258012856170536,-0.006690927329992491,85,10.5678177079154,45.0
157,-49.48512197155848,0,56.8797027405235,25.26577379143642,-5.400000000000002,-126.21373369537751,-0.016864808140724365,1000,0.0,45.0
158,-45.65349980666651,0,52.59999138058629,24.280234311968993,-6.0000000000000036,-116.52604470127264,-0.0076807979491416755,1000,0.0,45.0
159,167.16471549394151,1,6.937945941113867,9.36140325749752,-0.75,-15.051044281013317,-0.00025609032325037796,128,9.344744341456176,45.0
160,166.5349041666184,1,6.998007546004374,9.050390857158645,-0.75,-15.428744460828606,-0.0014164423827051325,134,2.9013782159614676,45.0
161,167.0194189381307,1,8.128331853775308,10.692504114417916,-0.75,-17.71719227163121,-0.0008914250979756109,144,8.044350068730015,45.0
162,169.39612382149318,1,9.118266026023775,12.154353485957946,-0.6,-17.94316235715523,0.0,157,49.737831192583606,45.0
163,164.33935262370005,1,7.047359791118652,7.242583950901779,-1.05,-15.564407003484668,-0.0028507815023937418,139,7.240346163728822,45.0
164,162.1196288058471,1,21.359933057567105,23.972128970686395,-2.6999999999999993,-47.172024035919414,-0.007075853153588341,428,3.415485181564324,45.0
165,167.57201485455153,1,0.48009102791547775,1.3307046996565306,0.0,-0.9054475396871567,0.0,9,3.838971853832298,45.0
166,157.04501062855792,1,20.25348874775227,17.559865556128237,-2.5499999999999994,-44.88277920375108,-0.002231138238123278,351,5.988532285205419,45.0
167,164.15693346285656,1,11.351982209132984,11.502271396277834,-1.4999999999999998,-23.858410738781107,-0.005576070439845977,188,30.73827141543105,45.0
168,166.47682907267333,1,12.855609753954923,15.772037390263808,-0.44999999999999996,-28.36748473821209,0.0,236,4.99695552303522,45.0
169,-47.461224580705064,0,53.41874647430086,23.388169915828787,-6.0000000000000036,-118.25609305622059,-0.012047914614138538,1000,0.0,45.0
170,152.0778540481202,1,30.330474415095523,24.968935470555337,-3.299999999999999,-66.58001673300745,-0.008205771189819572,601,13.2590795079235,45.0
171,162.0271682021192,1,23.952900807373226,26.432017966623373,-2.0999999999999996,-52.91677291989327,-0.007644318650768035,447,4.645537858437937,45.0
172,-46.13850331366872,0,54.346097948699025,23.980929742031904,-4.049999999999999,-120.40367054537636,-0.011860459023275425,1000,0.0,45.0
173,160.9893887391332,1,17.055725382990204,16.013252821251907,-1.2,-37.54609349239618,-0.0001626393793948402,293,10.687102343663378,45.0
174,131.73118642009604,1,48.70292663323926,29.538798349006132,-5.100000000000001,-108.06639091577378,-0.01081431304223537,938,3.2765653792135567,45.0
175,167.49519595735032,1,2.2928853784687817,3.824746515443734,-0.3,-4.988975700736045,-0.00012690249281344413,43,3.7755465767537353,45.0
176,-43.82953400956733,0,52.294973957759794,25.848058911765765,-6.0000000000000036,-115.9564555170016,-0.01611136209147821,1000,0.0,45.0
177,167.6390077424057,1,0.6019288913812488,1.6421132572592727,0.0,-1.2717010729014873,0.0,12,3.059800240430591,45.0
178,-40.42481284184254,0,53.25476128605078,28.617072821127437,-4.199999999999999,-118.09019319596699,-0.006453753053682604,1000,0.0,45.0
179,166.56176574865202,1,1.448314861394465,1.1954644969251667,-0.3,-2.446430276334285,-0.00225,20,22.39577838354579,45.0
180,156.0992845077572,1,19.731695399736054,15.741980101261449,-2.5499999999999994,-43.48379454097011,-0.007263118936859401,390,7.240189500382947,45.0
181,164.4749926432853,1,15.947900150669739,19.128482470452735,-1.9499999999999995,-35.31517337984405,-0.002883264659792962,289,4.9880619083548945,45.0
182,168.99906514234593,1,3.4174198722466826,6.886547867575023,-0.44999999999999996,-7.519264899333938,-0.002304364808519026,65,3.519095373996843,45.0
183,160.783897865161,1,12.800907801662106,10.856568481623642,-1.3499999999999999,-28.187097986973832,-0.0031470978175727844,239,6.955121451227443,45.0
184,143.63997098414322,1,43.079881091136485,32.57336016571852,-3.299999999999999,-95.37849502628677,-0.001441913091803103,851,4.190934719432569,45.0
185,163.24814528912978,1,8.692669634554477,7.409906881691236,-1.2,-18.32098585934146,-0.00011203444114633309,156,22.284711688151972,45.0
186,162.61885221544782,1,14.310687339369906,14.75397437273802,-1.6499999999999997,-31.459280069102526,-0.003196094224255575,289,5.067521342038097,45.0
187,167.365128791202,1,2.58667510189116,3.897405891114377,-0.15,-5.635618868470192,0.0,41,4.713358131192023,45.0
188,167.02167905958515,1,3.7812575560528785,5.1542180905722645,-0.3,-8.280463253706696,0.0,64,4.050611678455744,45.0
189,168.09425484957586,1,4.349390528164804,6.974569794495051,-0.75,-9.14510644525289,-0.0012656944977645357,69,15.306263764035005,45.0
190,138.4508984518348,1,36.74707237328403,20.56269614931,-4.049999999999999,-81.46371745313525,-0.011819284290724303,698,3.0855640978779624,45.0
191,165.83462978768222,1,7.482438727049157,8.67516834796718,-0.44999999999999996,-16.538837268948562,-0.0008066850522381152,123,2.636383009027841,45.0
192,169.46333915578433,1,5.0561825085897,9.154340646359648,-0.3,-11.113850665831706,0.0,92,3.538311521063757,45.0
193,168.26052941877987,1,3.006455768714659,5.331223412707778,-0.15,-6.59347490631044,-0.00034152299881341097,58,3.0606594248197245,45.0
194,132.69823560805665,1,42.571136167432996,20.20626390871937,-3.299999999999999,-93.43862281760667,-0.007208317155692906,757,25.223158081528123,45.0
195,147.255619011028,1,32.94606478908099,22.94997042231274,-2.3999999999999995,-72.90241952473312,-0.0046633422994500195,640,2.8592447706115687,45.0
196,136.018576526109,1,44.96218292706908,26.827219216207276,-2.999999999999999,-99.43002327446582,-0.007469009368057068,845,12.302941754659036,45.0
197,148.08090265436732,1,28.632605500344653,19.22358683557182,-2.999999999999999,-63.43748854501169,-0.004467803204077104,527,5.890677432940903,45.0
198,167.60311750191133,1,7.6976262021344155,10.755525751478904,-0.6,-16.916701118368653,0.0,133,2.56001490345957,45.0
199,169.70768411415116,1,4.546424182626652,8.780747418960049,-0.3,-9.98615410597995,-4.81222925380189e-08,88,3.5166197929054865,45.0
200,-47.20880452494184,0,51.85741335082275,20.519697905377846,-4.5,-115.06999189436902,-0.015923886773434214,1000,0.0,45.0
201,169.43073663110994,1,4.426859699422494,8.905116758553758,-0.9,-9.667106670886279,-0.0007998226467256403,88,2.726144556274452,45.0
