episode,steps,deviation,success,final_conc
1,1000,224.14845561982142,False,9.203937649726868
2,17,31.8113018780377,True,121.74458503723145
3,174,41.28612596567824,True,87.6135528087616
4,22,28.31616990679301,True,142.59533882141113
5,34,45.087714086309305,True,74.86043572425842
6,1000,387.0845860686747,False,0.6549444515258074
7,207,47.99038663788382,True,61.474812030792236
8,1000,407.433379490565,False,6.1602633446455
9,1000,339.9013500645315,False,5.073223635554314
10,21,45.555218734105125,True,74.70222115516663
11,36,25.594528546824098,True,152.09269523620605
12,40,45.94951960439251,True,78.57593297958374
13,16,47.22019248289722,True,67.83220171928406
14,160,48.27405279391208,True,64.60133194923401
15,30,47.78272881832599,True,66.40825271606445
16,1000,422.25066827519805,False,1.058960147202015
17,28,46.00968501438181,True,75.14456510543823
18,46,40.398796068514436,True,92.01116561889648
19,24,48.02351857633766,True,63.78873586654663
20,48,42.15245167660948,True,99.80307221412659
21,111,47.83044709090414,True,69.35741901397705
22,582,39.103289934210686,True,104.13761138916016
23,1000,340.02534157682834,False,8.215247839689255
24,1000,342.3155448909203,False,3.9027679711580276
25,59,48.513144897732104,True,63.36612105369568
26,24,42.976856108813784,True,90.23259282112122
27,1000,398.040273227369,False,8.923833817243576
28,1000,384.60655863436386,False,7.440205663442612
29,15,41.433997109267224,True,82.9930305480957
30,134,44.38046834790572,True,76.0928750038147
31,38,47.494728950175194,True,71.07731103897095
32,81,48.2884833831437,True,61.5745484828949
33,1000,340.13357258771686,False,11.748085916042328
34,27,48.90895894454117,True,60.70367097854614
35,1000,406.8338281780998,False,10.060793161392212
36,494,41.19341466869155,True,88.85919451713562
37,583,40.10268604948803,True,87.39883303642273
38,1000,343.88656177288294,False,3.5400550812482834
39,1000,351.1400029530325,False,5.249873176217079
40,1000,313.1175581677451,False,5.978912860155106
41,25,43.765897976926205,True,82.48493075370789
42,15,41.38119353256896,True,84.36189293861389
43,12,44.36769103008155,True,78.34542393684387
44,27,49.28873196555399,True,59.346890449523926
45,101,42.443972340169786,True,83.89617204666138
46,1000,258.7639112688333,False,2.7420910075306892
47,1000,355.4282105872659,False,4.666877165436745
48,1000,240.63008860755613,False,6.281300634145737
49,25,30.40268228510203,True,129.8148512840271
50,43,48.85528139789355,True,66.47095084190369
51,15,46.529516286671914,True,67.77827143669128
52,23,34.064985227808016,True,109.5426082611084
53,24,49.18445774976093,True,57.073211669921875
54,1000,291.31121147007303,False,1.0124311782419682
55,573,45.47838052468686,True,75.64356923103333
56,12,28.47100311474628,True,137.42347955703735
57,48,46.28200231666694,True,74.95743036270142
58,616,49.910165945282955,True,58.194684982299805
59,1000,351.1017138083563,False,5.8159127831459045
60,85,37.58978184355139,True,96.06038331985474
61,1000,235.03838517208976,False,5.196818336844444
62,39,26.723866197113132,True,139.3570899963379
63,45,32.853273606205505,True,112.12559938430786
64,862,46.841784011361746,True,76.26144289970398
65,609,33.997770625418184,True,115.70841073989868
66,27,46.08376446833,True,74.28275346755981
67,1000,259.5138192454677,False,8.714935183525085
68,32,49.63316711280175,True,62.97233700752258
69,39,33.51042738633786,True,119.1292405128479
70,1000,341.1822401275644,False,9.857199341058731
71,1000,454.0986555538856,False,1.4229794964194298
72,44,48.23215728261836,True,61.38498783111572
73,1000,338.5630549493247,False,5.8013200759887695
74,20,48.649911678665,True,58.94021391868591
75,42,43.454294836045776,True,80.5448591709137
76,63,46.644632520815264,True,67.12517142295837
77,178,39.15447149729151,True,96.92922234535217
78,1000,263.08320841758626,False,5.269116163253784
79,614,44.84033057327605,True,74.82064366340637
80,1000,322.4374178355581,False,8.153560757637024
81,1000,332.67796765682704,False,8.194664120674133
82,1000,310.35949512589997,False,0.5093171261250973
83,121,42.959185759845596,True,77.3901641368866
84,47,46.2327773440325,True,73.52617383003235
85,21,49.96019057216569,True,61.1487090587616
86,65,40.946988678866326,True,100.47369003295898
87,109,48.35051828800685,True,63.37576508522034
88,1000,352.21194410092494,False,9.426882863044739
89,14,43.44932293321081,True,86.03057265281677
90,1000,295.59803795652385,False,7.847236096858978
91,42,38.4898328604614,True,104.87436056137085
92,40,29.217984524956147,True,133.86574983596802
93,285,45.67170916533126,True,70.16071677207947
94,1000,271.81586276966345,False,3.3292673528194427
95,1000,303.87293833276436,False,3.53655181825161
96,597,41.18955200638039,True,88.95649909973145
97,50,33.15773677419112,True,119.30066347122192
98,750,32.866427031974844,True,125.00408887863159
99,40,37.99173190872422,True,97.00759649276733
100,114,49.735083521020435,True,71.21050357818604
101,21,44.84112171955092,True,74.3369996547699
102,1000,363.3069465996268,False,7.853129506111145
103,190,42.28801216910149,True,81.07183575630188
104,94,48.30975802023753,True,61.22985482215881
105,35,42.49935060336737,True,83.99178981781006
106,1000,441.5319378012794,False,12.506408989429474
107,17,48.68637597073695,True,70.04479169845581
108,23,44.42682853314484,True,76.19621157646179
109,55,44.99553795440115,True,79.9870252609253
110,35,42.292550704483205,True,85.67377924919128
111,29,49.435948337620374,True,62.60038614273071
112,39,42.089148961445204,True,89.51964378356934
113,111,41.24473843857978,True,87.26855516433716
114,1000,429.51816768431837,False,14.836335182189941
115,1000,366.02033277272204,False,3.4190505743026733
116,78,35.11450536030399,True,111.94577217102051
117,30,35.39455489623536,True,116.78012609481812
118,15,30.56042982707087,True,125.1990795135498
119,20,40.575322634989725,True,90.71345925331116
120,1000,387.8472600328743,False,9.149789065122604
121,35,45.06930405646602,True,82.91237950325012
122,26,31.352581772348866,True,123.88976812362671
123,524,43.68394577507164,True,78.56196165084839
124,27,39.90469057754196,True,97.89271950721741
125,17,46.45801975118633,True,66.47853255271912
126,62,46.28770845658945,True,77.39441394805908
127,1000,332.6652554796635,False,2.3434150964021683
128,1000,439.8231733817052,False,9.820838272571564
129,15,34.435910842024235,True,109.29344892501831
130,565,49.6161446329052,True,63.57502341270447
131,22,44.52239530167314,True,71.620774269104
132,102,49.491564827877404,True,61.3858699798584
133,1000,398.6605658094471,False,5.110837519168854
134,52,35.82999283225765,True,103.67263555526733
135,1000,410.64901165226644,False,0.3006780054420233
136,13,42.06518660420992,True,84.57639813423157
137,25,41.14093166944731,True,92.4561619758606
138,20,47.86133751335931,True,63.23826313018799
139,1000,300.7386655232823,False,2.8357423841953278
140,25,33.648845893443074,True,123.64122867584229
141,1000,359.85741621387274,False,6.805644929409027
142,43,33.866803165687394,True,122.88147211074829
143,18,44.03775839074542,True,76.07539892196655
144,18,47.28645514872716,True,65.62321186065674
145,1000,356.8746344702841,False,15.20204246044159
146,1000,267.5730832173927,False,9.615813195705414
147,35,45.46627751124332,True,70.91109156608582
148,30,38.867213060860536,True,94.76513862609863
149,1000,351.5143232687865,False,1.5119350515305996
150,24,48.75988491727273,True,59.17767882347107
151,110,48.37830121180529,True,62.14861273765564
152,1000,368.7239873918002,False,2.345343865454197
153,1000,374.14855062093324,False,6.037624925374985
154,487,48.78219481364099,True,63.64333629608154
155,1000,399.3976866009591,False,5.7668667286634445
156,26,45.17954582638054,True,77.96379327774048
157,185,45.35869913032052,True,69.20591592788696
158,184,47.145744616661624,True,62.27173209190369
159,548,48.99977153224154,True,67.82845258712769
160,28,34.168186315581245,True,116.64431095123291
161,1000,380.8912925191031,False,7.351493835449219
162,1000,257.39026028402435,False,2.7598662301898003
163,81,38.30557959853347,True,94.21306848526001
164,33,45.55077721693841,True,83.14441442489624
165,1000,346.35469883395035,False,3.3646445721387863
166,521,48.590597161826736,True,64.46171402931213
167,523,48.66127368261504,True,67.65567064285278
168,63,47.25433222268116,True,63.118451833724976
169,98,45.447846089064825,True,75.17170310020447
170,1000,382.1946259049974,False,3.998805209994316
171,1000,285.71210240998136,False,8.662400394678116
172,28,31.420203177710466,True,131.30253553390503
173,26,33.6504627391025,True,122.55452871322632
174,29,48.08688333165508,True,67.3595666885376
175,43,37.0649889329605,True,109.38421487808228
176,1000,358.1861255947981,False,3.789302334189415
177,36,40.42812111711128,True,92.97931790351868
178,50,49.37443615943633,True,60.691940784454346
179,16,26.822043930591015,True,148.3884572982788
180,1000,421.4082037259558,False,3.610958158969879
181,1000,375.79663657523514,False,12.021876126527786
182,129,38.30214323585814,True,98.95986318588257
183,1000,333.5504798644067,False,8.587805926799774
184,1000,361.3061752643996,False,13.54856789112091
185,51,49.94699072364871,True,59.04349684715271
186,1000,214.4451585076284,False,8.48388820886612
187,38,48.829212596090656,True,59.18930768966675
188,43,46.432562733982415,True,70.84676027297974
189,1000,392.3140590633774,False,5.819974839687347
190,33,38.80837132932673,True,100.49315690994263
191,1000,348.83933209998503,False,2.009780891239643
192,1000,416.49743699725974,False,1.3365834951400757
193,30,42.224398094772674,True,82.83200263977051
194,40,36.07528551947924,True,101.657235622406
195,12,47.50096111953816,True,66.61559343338013
196,1000,285.3328076612358,False,2.618529461324215
197,1000,369.8759473764835,False,2.111625112593174
198,1000,314.46509096324536,False,2.3303672671318054
199,100,47.50739544745535,True,64.4797146320343
200,34,32.454517904711885,True,122.54406213760376
201,15,43.36060327374999,True,87.96000480651855
202,1000,269.19730591754154,False,4.410436376929283
203,13,45.40139156686325,True,76.93074345588684
204,31,48.56836156789372,True,60.23028492927551
205,45,45.31973214830116,True,75.83920359611511
206,31,48.328318682319725,True,64.90825414657593
207,523,45.15401874792067,True,72.13884592056274
208,44,38.09122301115684,True,96.12710475921631
209,26,23.90397788975037,True,165.20209312438965
210,84,49.99999405032081,True,54.13902401924133
211,97,41.48730139663252,True,83.42975974082947
212,42,48.611733514610734,True,66.62302613258362
213,1000,260.428567458484,False,4.7694131731987
214,1000,296.28070311199497,False,3.6123190075159073
215,27,48.46721696935229,True,66.08589887619019
216,96,37.33467984173187,True,102.6127815246582
217,41,41.81724118335971,True,91.80092811584473
218,9,37.27173726873835,True,103.02309989929199
219,1000,312.6547979944427,False,1.8899964168667793
220,26,47.49411464788305,True,72.20016121864319
221,27,41.82829172341774,True,96.2830126285553
222,161,39.46990841383212,True,93.43892931938171
223,1000,255.74487136238443,False,6.089670583605766
224,1000,325.75089107255803,False,9.85451564192772
225,204,44.668997174602445,True,73.87106418609619
226,1000,267.8297513746118,False,0.0
227,1000,279.20439482335024,False,1.983332447707653
228,1000,392.4371603405896,False,8.694987744092941
229,4,49.40838073912657,True,63.2850706577301
230,1000,332.7439452960969,False,7.190529257059097
231,19,44.094842290579905,True,76.56920552253723
232,70,46.337363503914005,True,80.62964081764221
233,1000,346.42483688862353,False,4.467343166470528
234,28,29.30144810944516,True,131.43982887268066
235,26,43.94051895044039,True,77.14928984642029
236,1000,357.1875725928678,False,0.0
237,1000,373.7195900983719,False,6.415048986673355
238,1000,399.1756407399533,False,2.0707515999674797
239,46,44.776909711957444,True,78.42453122138977
240,211,38.86505355204215,True,95.49111723899841
241,19,49.110816897412604,True,59.902143478393555
242,21,30.960321392546692,True,137.26886510849
243,32,41.53695384347883,True,100.49734115600586
244,31,33.63625753616133,True,118.1028962135315
245,18,49.47428002973618,True,59.59067344665527
