Episode,Total_Reward,Success,Conc_Reward,Explore_Reward,Move_Penalty,TKE_Penalty,Boundary_Penalty,Steps,Final_Conc,Success_Rate
58,-47.707542689760224,0,52.189416561392136,29.52876545775253,-13.950000000000022,-115.45427881953086,-0.02144588937417652,1000,4.232517695476185,0.7413793103448276
59,-45.54280028517089,0,58.44264180821483,25.4388971652968,-13.20000000000002,-116.1939733447507,-0.030365913931913693,1000,2.835362594510028,0.7288135593220338
60,110.21813542172276,1,55.2896390009264,29.454790048972136,-11.400000000000016,-113.0895626546816,-0.03673097349439236,961,31.60598827712437,0.7333333333333333
61,150.60113511935114,1,7.411780759168323,8.138206958782929,-1.6499999999999997,-13.296695426665247,-0.002157171934853886,105,42.595872494839625,0.7377049180327869
62,150.53262452587768,1,11.794217632617801,14.228748483370717,-2.2499999999999996,-23.23442400731146,-0.005917582799357779,209,39.19288710560842,0.7419354838709677
63,150.59767720781988,1,7.116669318871573,6.299197060566338,-0.9,-11.917165374755863,-0.001023796862180239,94,63.465976145708034,0.746031746031746
64,152.15915543301352,1,9.280814338475466,8.765805662855641,-1.4999999999999998,-14.381406099535523,-0.00605846878203149,122,54.81375752658499,0.75
65,154.804076305431,1,5.8981432592263445,6.162091154096344,-0.3,-6.956158107891679,0.0,54,29.718125388361262,0.7538461538461538
66,109.67364499022199,1,45.60812508728122,20.92858754365508,-10.800000000000015,-96.04338554223061,-0.019682098483607684,813,40.84204056362019,0.7575757575757576
67,155.5388782688137,1,7.756018579937518,6.266617342869323,-1.05,-7.431943173706532,-0.0018144802866084473,64,39.47553922428493,0.7611940298507462
68,151.9564579625485,1,5.364990195259452,6.600253889789978,-0.15,-9.858786122500895,0.0,79,34.11196604851574,0.7647058823529411
69,153.8124860516854,1,7.3305479533737525,4.860432320500397,-1.05,-7.3276200523599995,-0.0008741698287601586,66,57.03875806216658,0.7681159420289855
70,151.57613017627855,1,13.312327116262168,8.900441060186353,-1.6499999999999997,-18.983462338149547,-0.0031756620204243407,146,34.069423766548255,0.7714285714285715
71,148.66916381797267,1,9.135981028201059,8.1816763174382,-2.2499999999999996,-16.39572171010077,-0.002771817565801006,135,35.570395905921934,0.7746478873239436
72,152.76044720762422,1,15.028104011900723,17.715178657631803,-2.999999999999999,-26.976252817735084,-0.006582644173217694,257,47.72322513187731,0.7777777777777778
73,154.15847677730625,1,5.2801895048469305,2.873823716422956,-0.75,-3.2455364439636463,0.0,32,57.22877608194041,0.7808219178082192
74,143.98087685885554,1,13.648906672024168,9.377970549258928,-2.2499999999999996,-26.79388807471843,-0.0021122877091195287,226,32.787421126429855,0.7837837837837838
75,-42.39220356599248,0,55.35108101030346,34.40757893285017,-10.650000000000015,-121.48744179951036,-0.013421709635920423,1000,1.2436020648120156,0.7733333333333333
76,153.5988991893362,1,3.8879587715491652,3.3835360816251514,-0.15,-3.5203456638380892,-0.00225,35,65.64307072998977,0.7763157894736842
77,147.0735727501698,1,16.84515640801692,14.918197700695934,-2.0999999999999996,-32.58530982248487,-0.0044715360581842525,274,35.77397620187041,0.7792207792207793
78,152.73781223129103,1,6.781462126411498,7.274314019313215,-0.75,-10.56519791781903,-0.0027659966146762276,83,57.89005300830995,0.782051282051282
79,154.2509056945359,1,6.642746584489942,5.923723251127456,-1.4999999999999998,-6.811246903054416,-0.004317238027053547,73,65.26050482471203,0.7848101265822784
80,-54.98546598621383,0,51.962119070318295,19.36339261681108,-11.250000000000016,-115.02175427607752,-0.03922339726594685,1000,2.4708565329443344,0.775
81,154.6133755256267,1,12.852125186473131,13.518844443876386,-1.3499999999999999,-20.407262467313572,-0.00033163740923308397,173,65.16327531451753,0.7777777777777778
82,123.04542331590496,1,38.39492721640272,22.19890191412365,-5.400000000000002,-82.13759088749056,-0.010814927130770674,683,34.02657149231812,0.7804878048780488
83,116.47932177821335,1,46.06150263812742,24.928787958527206,-8.250000000000009,-96.25181247433642,-0.009156344104818658,826,33.381165270671836,0.7831325301204819
84,147.98066896466557,1,8.93298920779489,6.226015334920734,-1.6499999999999997,-15.523898936359913,-0.0044366416901316956,135,62.664771943872246,0.7857142857142857
85,151.68069805441957,1,5.979355536510411,4.007032180421539,-0.6,-7.703439662512395,-0.00225,57,54.11625745798256,0.788235294117647
86,150.78633377536747,1,10.810229566763155,11.554719599672495,-1.6499999999999997,-19.92861539106816,0.0,165,32.51965688519314,0.7906976744186046
87,152.14646999705678,1,9.110400121717248,10.989546915332335,-1.2,-16.75104713356122,-0.002429906431575161,166,51.24573127211715,0.7931034482758621
88,115.42807172090555,1,48.67588154198893,24.908333136358102,-7.800000000000008,-100.34474951280279,-0.011393444638757714,827,58.43231468214555,0.7954545454545454
89,149.97495106672736,1,10.893841525306925,13.070188908791902,-3.8999999999999986,-20.085977390781046,-0.0031019765904320247,168,31.510105619164445,0.797752808988764
90,153.30995167783198,1,15.352762941911351,19.56631345137628,-2.3999999999999995,-29.2020073014777,-0.007117413977935532,259,40.56909669266422,0.8
91,126.36016552784733,1,33.881638103644946,19.46505145487738,-4.950000000000001,-72.01363499709404,-0.02288903358092624,558,42.49742808724238,0.8021978021978022
92,119.54105386714114,1,46.40538716473384,29.150865869041823,-8.70000000000001,-97.29138723779475,-0.023811928839898255,824,64.73019177441093,0.8043478260869565
93,128.44664038710175,1,36.976474162278464,26.65578015433184,-5.5500000000000025,-79.62893403312194,-0.0066798963866747255,658,38.451970189561784,0.8064516129032258
94,148.6305278862025,1,13.691268818220124,13.041711796371201,-1.6499999999999997,-26.450202728388827,-0.00225,220,47.24553616942332,0.8085106382978723
95,125.99186723862691,1,40.54534669959685,26.353091228971167,-6.300000000000004,-84.59711106671006,-0.009459623230902853,694,67.58847496773812,0.8105263157894737
96,130.76674557074028,1,33.38211839800351,22.24153285977668,-6.450000000000005,-68.40303830730267,-0.0038673797372591493,600,51.91046798716728,0.8125
97,150.249475842729,1,12.468752710847184,13.555085195414875,-1.2,-24.574362063533048,0.0,204,43.43953916974897,0.8144329896907216
98,147.33197368140148,1,18.662619452923536,16.925261126942488,-3.299999999999999,-34.950608206028114,-0.005298692436403072,319,50.923715595644055,0.8163265306122449
99,149.36113810347587,1,9.441298005054705,7.5256005009447975,-1.2,-16.402042106026776,-0.003718296496850278,130,44.89514275217603,0.8181818181818182
100,-48.383307892698,0,51.3653229671545,23.43020164291321,-9.300000000000011,-113.85064116207066,-0.028191340695066142,1000,4.402917430296683,0.81
101,152.508019545156,1,7.734983791073319,9.502554718633629,-1.05,-13.679356632847336,-0.0001623317035838079,134,41.5072340700887,0.8118811881188119
102,154.28457039408508,1,7.294113264651969,9.159263785324363,-0.75,-11.41880665589124,0.0,108,63.96372404603882,0.8137254901960784
103,-35.82633696483307,0,52.30998301861109,35.990678186502905,-9.00000000000001,-115.11462714874665,-0.01237102120058756,1000,0.039109462554130434,0.8058252427184466
104,156.2747230606798,1,7.253296526148915,11.04857480774561,-0.15,-11.877148273214699,0.0,105,52.16835535994161,0.8076923076923077
105,-52.52590293568565,0,54.32773456277209,22.15622623860317,-8.40000000000001,-120.58406737350165,-0.02579636355935404,1000,0.9190771947567504,0.8
106,112.448027428118,1,51.54237855831161,26.593091228077107,-5.5500000000000025,-110.12661301475019,-0.0108293435205772,910,37.53465131687873,0.8018867924528302
107,-41.34514676771682,0,52.684023922425695,30.818696237387975,-8.70000000000001,-116.13262845110158,-0.015238476429003976,1000,4.769890795291018,0.794392523364486
108,152.5566438077285,1,11.736441949848086,12.146871235341512,-1.2,-20.12666937746108,0.0,169,52.30597072124735,0.7962962962962963
109,106.79359096778063,1,50.97744359972421,23.606719032629613,-7.500000000000007,-110.25857243849909,-0.03199922607429081,926,41.30341319176381,0.7981651376146789
110,154.80437687672514,1,5.24177063186653,7.3295114319289825,-0.44999999999999996,-7.31690518707037,0.0,64,58.753336873025596,0.8
111,-46.39273518876099,0,52.341560460976325,24.594357728471763,-7.200000000000006,-116.10718257121052,-0.02147080699862538,1000,2.2768671577233457,0.7927927927927928
112,117.33713738571204,1,41.913074968382716,18.74544829912699,-5.700000000000003,-87.61258124829034,-0.008804633507281947,751,33.80534663847362,0.7946428571428571
113,147.8192880037591,1,29.884213712766723,24.841983176261884,-3.449999999999999,-53.44523002078637,-0.011678864483116938,439,50.15644316020727,0.7964601769911505
114,120.91543972920616,1,45.82493045531737,27.28839986290423,-7.6500000000000075,-94.53929417193856,-0.008596417076810256,851,64.38463573882589,0.7982456140350878
115,148.81924018999868,1,12.309985989239067,7.285600501838866,-1.6499999999999997,-19.119248272106056,-0.007098028973197392,157,40.79601734096837,0.8
116,-35.814952597284446,0,59.98027440185251,33.72262916236867,-7.800000000000008,-121.70318661740737,-0.014669544098218832,1000,0.9407906514405384,0.7931034482758621
117,152.89253102766344,1,3.794149421621114,1.9460065961288526,-0.3,-2.5456421338021755,-0.0019828562843370937,19,47.28169164059429,0.7948717948717948
118,148.55208910068782,1,12.040466711856425,6.640017484736321,-2.0999999999999996,-18.022672794014227,-0.0057223018907044286,146,63.470098417475555,0.7966101694915254
119,153.09430968589018,1,4.518400649540126,3.590956363034067,-0.6,-4.415047326683998,0.0,41,57.005626650324885,0.7983193277310925
120,153.3177727398789,1,2.458977973437868,4.516744545623735,-0.44999999999999996,-3.2079497791826728,0.0,35,39.911935935771375,0.8
121,144.22175370411625,1,17.76625530049205,16.173916666497327,-3.8999999999999986,-35.81021686715539,-0.008201395717711146,308,63.06029164436684,0.8016528925619835
122,169.5155301774764,1,4.490027674939483,5.390141198154427,-0.6,-6.431305362284181,0.0,46,47.45588337790409,0.8032786885245902
123,-34.89190091451432,0,55.33468110093963,30.358787642036656,-6.600000000000005,-113.97318129878254,-0.012188358708032532,1000,1.8005212397992119,0.7967479674796748
124,-41.39551239705943,0,54.27033458952792,27.79064988271859,-7.6500000000000075,-115.78700782395886,-0.019489045346942412,1000,6.0110744615859835,0.7903225806451613
125,-43.23603632039888,0,55.49237484074729,29.608795060616192,-6.300000000000004,-122.02531496659495,-0.011891255167268786,1000,5.29302167069732,0.784
126,171.3283131353739,1,9.739880317007191,12.050732530213747,0.0,-17.128966378513727,0.0,138,43.52820237095649,0.7857142857142857
127,-39.18241255445815,0,53.06106922827894,32.20619559852003,-6.750000000000005,-117.69104289643013,-0.008634484827040722,1000,5.372922364850809,0.7795275590551181
128,-50.53716991424107,0,56.35131460343837,24.64150372666709,-6.750000000000005,-124.7663649482653,-0.013623296081243793,1000,1.8687413105303141,0.7734375
129,169.18996296711688,1,2.451605159789324,1.4333138079734777,0.0,-1.361622667312622,0.0,8,58.79241294357391,0.7751937984496124
130,-44.97540926886372,0,54.02423685262329,27.104466464625542,-6.450000000000005,-119.64793135761266,-0.006181228499737917,1000,1.2839544638229072,0.7692307692307693
131,-32.21387178808274,0,54.747925255576774,37.1634537894861,-6.0000000000000036,-118.1170594698225,-0.008191363322971629,1000,3.9347991815228975,0.7633587786259542
132,135.35743948067534,1,40.76820102400961,18.98297235493205,-4.5,-86.54748840527608,-0.012912159656901805,774,40.646702871609776,0.7651515151515151
133,170.84338535711657,1,3.874245136976242,4.509013785252873,-0.15,-4.056540231779217,0.0,44,48.329864257045244,0.7669172932330827
134,152.3186288500479,1,27.487876026891172,18.23218751843494,-2.999999999999999,-57.065180650027486,-0.0029207119174353563,455,42.01091823568159,0.7686567164179104
135,169.74097342635866,1,3.4041364565491676,0.7174714837563284,0.0,-1.0461736023426058,-0.0011275782709069247,7,65.20319795852919,0.7703703703703704
136,164.63669832632928,1,25.4159372422655,24.550105593679028,-2.0999999999999996,-49.89376680920833,-0.002244367073605875,451,61.642240356935204,0.7720588235294118
137,169.66531483238276,1,4.594535129144788,1.0910366786965342,-0.3,-2.386004179809243,-0.000919462315980169,26,37.80844903845129,0.7737226277372263
138,169.42903992071533,1,4.527368709910661,4.062794666617189,-0.6,-5.227790122479197,0.0,49,50.52644267361059,0.7753623188405797
139,140.07776384115925,1,41.91587138653267,22.97108781077626,-4.950000000000001,-86.51762504302897,-0.008236979787379589,758,45.18950616786818,0.7769784172661871
140,170.64262304431085,1,5.071540326345712,3.9998224077523448,0.0,-5.095406356453896,0.0,48,61.72857581859595,0.7785714285714286
141,161.85853557601632,1,26.096793435979635,20.2076099291114,-3.299999999999999,-47.799272606917675,-0.01326184882374864,435,49.21526665213078,0.7801418439716312
142,169.2856374283902,1,12.964130320237018,10.81359574904962,-1.2,-19.95875530756313,0.0,166,64.90246701830488,0.7816901408450704
143,-47.89142783739727,0,53.923265701159835,24.62192261291196,-8.70000000000001,-117.72657128740101,-0.010044864067953487,1000,0.27754556471942293,0.7762237762237763
144,174.24216562337082,1,14.500278800609522,9.79684215358774,-1.3499999999999999,-15.367395789362488,-0.00422620813065052,152,39.052319640584855,0.7777777777777778
145,-47.77809244552844,0,56.11093739003991,23.218663838600868,-5.850000000000003,-121.24063337808484,-0.01706029608448607,1000,0.0,0.7724137931034483
146,157.7686548289106,1,28.250425580961746,22.515365370754395,-2.6999999999999993,-56.961019531800375,-0.002783257671797814,505,43.99064593824686,0.773972602739726
147,162.79221979277793,1,25.34023709234316,25.830237392414542,-3.149999999999999,-51.89201527759439,-0.0029060810521002196,440,56.74927718909241,0.7755102040816326
148,160.50448867810942,1,24.391022132942453,20.415890035367216,-2.6999999999999993,-48.26340392790741,-0.005686228959560068,411,71.67548425980272,0.777027027027027
149,173.7472789883383,1,12.177606150711654,13.786190641432814,-0.6,-18.280934470472864,-0.00225,167,52.92138565710596,0.7785234899328859
150,137.91915860362207,1,49.39245132544602,31.26196223269506,-5.5500000000000025,-103.83908871160827,-0.012832909577435504,875,48.97869346587413,0.78
151,169.76782252773796,1,7.398079088656232,8.914085581147004,-0.75,-12.4610044695437,-4.339188243551382e-06,115,55.06607351517746,0.7814569536423841
152,170.47418480501582,1,13.911563827685313,16.675791384271818,-1.05,-25.72619870961644,-0.0036383639915755174,196,68.9878725545752,0.7828947368421053
153,-53.03666416637008,0,56.57251849764725,21.787419967090802,-5.850000000000003,-125.53456765827728,-0.012034972830829696,1000,0.0,0.7777777777777778
154,172.221969605942,1,7.287985906470567,6.108845713911614,-0.15,-7.691528681106867,0.0,61,64.68732903403988,0.7792207792207793
155,141.45902660003577,1,57.906223985759425,31.918090617125724,-5.5500000000000025,-109.46950934991484,-0.012445319601321609,945,45.536679998572644,0.7806451612903226
156,158.53589714878078,1,22.108877308201045,16.217865313728005,-1.9499999999999995,-44.50750808101145,-4.058803451576051e-06,385,57.28986921594784,0.782051282051282
157,173.50312488841894,1,9.09633728559129,11.781109324632284,-0.44999999999999996,-13.590988388471308,0.0,119,44.209006955641655,0.7834394904458599
158,-39.37462667259057,0,55.91431544945226,33.390700346668034,-5.100000000000001,-123.57133799807643,-0.008304470634499723,1000,1.281158567555241,0.7784810126582279
159,169.8246193750869,1,15.112660492071882,13.753669543768693,-1.4999999999999998,-24.20351910344325,-0.004858223977110965,212,54.231947494834344,0.779874213836478
160,160.5416195088062,1,28.525354851750308,25.61025033425062,-2.6999999999999993,-57.55578360595977,-0.004868737901641632,487,42.41474253616811,0.78125
161,-38.886457544029284,0,56.21823196794139,30.980765769264014,-6.300000000000004,-119.77552073989078,-0.009934541344121452,1000,3.866710020687702,0.7763975155279503
162,-36.70387127300843,0,51.738807030487806,32.01793738294358,-5.700000000000003,-114.74927668927698,-0.011338997162691582,1000,2.317621914750244,0.7716049382716049
163,169.272603548553,1,7.074717831565067,7.959908117011652,-0.75,-11.677704151812936,-0.0009849148774671637,104,50.45586005278865,0.7730061349693251
164,173.3406636033547,1,10.116867424105294,6.348810013368997,-0.6,-9.189761455357077,-0.0019190454291784405,70,60.48417343315194,0.774390243902439
165,171.62788830861825,1,6.66166918433737,7.8138080145440565,-0.15,-9.364255556929853,0.0,81,49.04057212670022,0.7757575757575758
166,166.62295445245863,1,16.80510357604362,17.923664518822996,-1.05,-33.71911679757758,-0.0033635114970671162,273,43.455205735820286,0.7771084337349398
167,145.74745534142966,1,44.737593656696845,26.667532883282156,-3.7499999999999987,-88.57170646721502,-0.0026313980010386007,719,56.82515190122243,0.7784431137724551
168,167.31042426802858,1,8.901990554528311,7.303383605042669,-0.44999999999999996,-15.111616558209063,0.0,139,37.43904934771588,0.7797619047619048
169,171.085033763627,1,14.166533181996783,18.088157352430752,-1.3499999999999999,-26.486323437467224,0.0,234,50.60455262520161,0.7810650887573964
170,-44.64889119929572,0,54.740001742278764,27.312350443343018,-6.300000000000004,-120.39550858158049,-0.005734803337118187,1000,1.8636625047317499,0.7764705882352941
171,169.36540544631868,1,3.999016612768173,2.524746614208332,-0.3,-3.5209661327302455,-0.00405831459428296,30,49.38693907179099,0.7777777777777778
172,169.34212886734778,1,7.7232463582768105,10.347399389120483,-1.05,-14.342899692803616,-0.002283853912578215,120,39.899409312908794,0.7790697674418605
173,170.8846222309299,1,7.1446175563614815,9.423276958647532,-0.75,-11.598990648257315,-0.0009483024885014973,99,57.087067951187535,0.7803468208092486
174,168.80366209329748,1,3.9050357295782305,4.0623985390788695,-0.44999999999999996,-5.380203971732408,-0.0002348702939088749,47,48.888864827529076,0.7816091954022989
175,170.14034198625816,1,19.22094996040687,16.198284199972875,-1.7999999999999996,-30.14265449419619,-0.002904346592091954,270,78.8897208874646,0.7828571428571428
176,161.83487188445235,1,14.352891813148744,10.422474727431782,-0.9,-28.707161322794864,0.0,250,39.94035390393803,0.7840909090909091
177,-39.98390220125699,0,50.00158780788479,28.227628113447878,-7.350000000000007,-110.85776219940747,-0.005355923182198259,1000,9.41963455350899,0.7796610169491526
178,153.72188683852778,1,28.317163045940106,20.923848380866872,-3.299999999999999,-58.88161617766598,-0.00417507727984257,510,42.17733148658264,0.7808988764044944
179,-25.243669610921742,0,62.52912025270052,35.33523081921952,-4.35,-118.7498958434909,-0.008124839350787585,1000,1.65998419292255,0.776536312849162
180,158.1070142427956,1,28.676480934023857,13.858403788204079,-2.0999999999999996,-48.987931853905266,-0.006605292193665704,407,40.90181717217174,0.7777777777777778
181,156.24002924286728,1,24.84889878053218,17.319375912331818,-1.7999999999999996,-50.7916786851027,-0.003233431560714343,442,36.49829483728283,0.7790055248618785
182,161.19784097703763,1,19.362403500592336,16.528854377341688,-2.2499999999999996,-39.10456524215987,-0.005518325403180212,358,44.151257667353214,0.7802197802197802
183,167.98419569124172,1,5.817318574991077,5.256540302671604,-0.3,-9.456329853087668,0.0,77,42.64019886772826,0.7814207650273224
184,163.91111327218246,1,16.118735078023747,15.128457794570654,-1.6499999999999997,-32.35055035522672,-0.0021959118518673445,272,45.46601614747458,0.782608695652174
185,171.47736256006093,1,16.33382529069786,19.565258433052275,-1.2,-29.88744988734834,-0.0009379430075272945,256,72.83643123225318,0.7837837837837838
186,166.49836601889973,1,19.07816324371379,11.605746443578928,-2.0999999999999996,-28.746833925135437,-0.005376409924235518,246,63.28737971078344,0.7849462365591398
187,-41.36226188441009,0,50.132895877730334,26.31517796163627,-6.600000000000005,-111.20723428099876,-0.003101442777818032,1000,1.8755012422458321,0.7807486631016043
188,170.3743453549126,1,10.941411825129762,13.837193514909766,-0.75,-20.32051776675507,-0.00040888503852575534,169,49.10729896338407,0.7819148936170213
189,168.21735655361118,1,11.552436814177781,13.871739899651388,-0.75,-23.11915219645016,-0.004334630434512511,178,39.29491959812416,0.783068783068783
